Product Title,Star,Rating,Review,Processor,RAM,ROM,Screen Size,Current Price,MRP,Image Link
ALIENWARE Core i7 10th Gen,4,5,2,NVIDIA GeForce RTX 2070,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits","Tobii-eye tracking to track head pose, presence, fine gaze and eye position",In-built Alienware Command center software with enhanced control over system settings,"₹2,50,000","₹2,93,080",https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70
ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen,4.6,37,8,Intel Core i7 Processor (12th Gen),16 GB LPDDR5,512 GB SSD,35.56 cm (14 inch),"₹1,04,990","₹1,28,990",https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/x/0/-original-image333cfww5zfg.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Spectre x360 16 Series Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X,512 GB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,57,376",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 Inch),"₹1,96,990","₹2,36,990",https://rukminim1.flixcart.com/image/312/312/l08gsy80/computer/r/j/h/g513rc-hn062w-gaming-laptop-asus-original-imagc2hkehpcytxe.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Pentium Quad Core,3.7,"3,147",402,Intel Pentium Quad Core Processor,4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹25,990","₹30,990",https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
MSI GF63 Thin Core i5 11th Gen,4.5,"2,347",297,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹67,990","₹83,990",https://rukminim1.flixcart.com/image/312/312/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,5,3,0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 Inch),"₹1,87,990","₹2,44,990",https://rukminim1.flixcart.com/image/312/312/l08gsy80/computer/r/j/h/g513rc-hn062w-gaming-laptop-asus-original-imagc2hkehpcytxe.jpeg?q=70
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,188,19,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹64,000","₹83,890",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
ASUS ASUS TUF Dash Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹85,990","₹1,14,990",https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/x/t/j/fx516pc-hn077t-gaming-laptop-asus-original-imag5u8juzg5qcuf.jpeg?q=70
DELL Ryzen 7 Octa Core AMD R7,4.3,8,1,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹1,09,990","₹1,49,187",https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/c/g/h/g15-5515-gaming-laptop-dell-original-imagbpb4cxnzbnx3.jpeg?q=70
Lenovo IdeaPad 1 Celeron Dual Core,3.7,503,28,Intel Celeron Dual Core Processor,4 GB DDR4,256 GB SSD,29.46 cm (11.6 Inch),"₹23,250","₹34,890",https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/u/w/h/11igl05-thin-and-light-laptop-lenovo-original-imag7antefgkgfzb.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 6600H,0,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5,512 GB SSD,40.89 cm (16.1 Inch),"₹96,579",0,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/l/t/q/16-e1062ax-gaming-laptop-hp-original-imagfgqgzbrzchfq.jpeg?q=70
Lenovo Core i3 10th Gen,3.9,119,13,Intel Core i3 Processor (10th Gen),4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹33,499","₹41,414",https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/b/g/y/lenovo-na-laptop-original-imafwzb7fhzfxht4.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
HP Pavilion Intel Core i3 11th Gen,4.1,42,9,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch) Touchscreen,"₹58,490","₹69,000",https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70
HP Spectre x360 16 Series Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X,512 GB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,57,376",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,4.5,188,19,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹64,000","₹83,890",https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 Inch),"₹1,96,990","₹2,36,990",https://rukminim1.flixcart.com/image/312/312/l08gsy80/computer/r/j/h/g513rc-hn062w-gaming-laptop-asus-original-imagc2hkehpcytxe.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen,0,0,0,"Stylish & Portable Thin and Light Foldable Laptop
12th Gen Intel Evo� Core i7-1250U CPU with 10 cores and 4.7 GHz max frequency
17.3 Inch 2.5K Foldable OLED, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500
World�s first 17� foldable OLED laptop with Multiple versatile use cases possible: laptop, tablet, AiO, vertical, extended, etc.
17.3� screen when unfolded, while just 8.7mm thin and 1.5kg in weight. MIL-STD 810H Military-grade durability
ASUS ErgoSense Bluetooth keyboard included in the box.
Two Thunderbolt 4 ports for external 4K display, 40 GB/s data transfer and fast charging",Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,"₹3,29,990",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/0/9/y/-original-imagj77kjkqwbajg.jpeg?q=70
MSI GF63 Thin Core i5 11th Gen,4.5,"2,347",297,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹67,990","₹83,990",https://rukminim1.flixcart.com/image/312/312/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen,0,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X,1 TB SSD,35.56 cm (14 inch) Touchscreen,"₹1,04,990","₹1,64,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/r/3/-original-imagg6t98mxeztjn.jpeg?q=70
Lenovo Yoga Core i7 10th Gen,2.5,2,1,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X,1 TB SSD,35.56 cm (14 inch),"₹1,69,990","₹2,23,890",https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/computer/z/b/8/lenovo-original-imafwjhrnjbtfgjk.jpeg?q=70
ASUS ASUS TUF Dash Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹85,990","₹1,14,990",https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/x/t/j/fx516pc-hn077t-gaming-laptop-asus-original-imag5u8juzg5qcuf.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.2,68,6,Intel Core i3 Processor (10th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹46,790","₹63,200",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Inspiron 3000 Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹45,990","₹53,800",https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
HP Envy Intel Core i5 11th Gen,4.2,59,7,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,33.78 cm (13.3 inch),"₹81,999","₹99,203",https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/q/y/u/-original-imagdsjrxusgdzdm.jpeg?q=70
DELL Inspiron 3511 Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹46,890","₹60,371",https://rukminim1.flixcart.com/image/312/312/kylvr0w0/computer/x/k/c/inspiron-laptop-dell-original-imagat4jfka6hv5q.jpeg?q=70
ASUS ROG Zephyrus Duo 16 Ryzen 9 Octa Core 6900HX,0,0,0,AMD Ryzen 9 Octa Core Processor,32 GB DDR5,2 TB SSD,40.64 cm (16 Inch),"₹3,91,990","₹4,67,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,4.2,27,2,Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,590","₹83,553",https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
ASUS ZenBook S Core i7 8th Gen,4.3,30,7,Intel Core i7 Processor (8th Gen),16 GB DDR3,512 GB SSD,33.78 cm (13.3 inch),"₹99,990","₹1,22,990",https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/z/z/t/asus-na-thin-and-light-laptop-original-imaf7qdw3zrazcqz.jpeg?q=70
ASUS ROG Flow X13 Ryzen 9 Octa Core 5980HS,0,0,0,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X,1 TB SSD,34.04 cm (13.4 inch) Touchscreen,"₹2,34,990","₹3,50,990",https://rukminim1.flixcart.com/image/312/312/kuof5ow0/computer/k/n/f/gv301qh-k6474ts-gaming-laptop-asus-original-imag7r6dyyvsza8v.jpeg?q=70
ASUS ROG Zephyrus Duo 16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H,0,0,0,AMD Ryzen 7 Octa Core Processor,32 GB DDR5,2 TB SSD,40.64 cm (16 Inch),"₹2,49,990","₹2,98,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core 5600H,4.3,150,14,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,1 TB HDD|512 GB SSD,39.62 cm (15.6 Inch),"₹1,06,999",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/j/h/an515-45-gaming-laptop-acer-original-imagkfjta83h2njz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core 5600H,4.4,220,19,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹95,999",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/v/o/an515-45-gaming-laptop-acer-original-imagkfjtgwdetsby.jpeg?q=70
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹89,990","₹1,01,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/o/9/fa506icb-hn075ws-gaming-laptop-asus-original-imagjfgfphjggqgp.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Pro P5 Core i5 8th Gen,0,0,0,Intel Core i5 Processor (8th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹85,990","₹88,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70
ASUS Vivobook 14 Core i3 11th Gen,4.3,173,24,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹51,990",https://rukminim1.flixcart.com/image/312/312/kxc5nrk0/computer/0/i/2/x415ea-eb342ws-notebook-asus-original-imag9tn5rpypzyhq.jpeg?q=70
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,71,990","₹2,06,990",https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/w/e/b/gv601re-m6012ws-gaming-laptop-asus-original-imagfzchctgpefz6.jpeg?q=70
MSI Stealth Core i7 8th Gen,4.8,5,1,NVIDIA GeForce RTX 2060,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,512 GB SSD,"₹1,84,790","₹1,89,990",https://rukminim1.flixcart.com/image/312/312/juk4gi80/computer/d/v/r/msi-na-gaming-laptop-original-imafcwryd6vccwgc.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7,0,0,0,AMD Ryzen 7 Octa Core Processor (4th Gen),8 GB DDR4,1 TB SSD,35.56 cm (14 inch),"₹76,990","₹1,16,990",https://rukminim1.flixcart.com/image/312/312/kvba7bk0/computer/b/g/m/ga401ihr-hz070ts-gaming-laptop-asus-original-imag88s2xhgmuuzk.jpeg?q=70
MSI WF65 Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹1,59,990","₹1,79,990",https://rukminim1.flixcart.com/image/312/312/kfpq5jk0/computer/6/9/h/msi-na-gaming-laptop-original-imafw3yquyytnmx7.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core AMD R7,4.5,"2,001",254,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹76,490","₹90,990",https://rukminim1.flixcart.com/image/312/312/ko382a80/computer/b/v/u/na-gaming-laptop-asus-original-imag2mrvrxgsaahh.jpeg?q=70
ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB LPDDR5,1 TB SSD,36.83 cm (14.5 inch) Touchscreen,"₹1,69,990","₹1,94,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,40.64 cm (16 Inch) Touchscreen,"₹1,91,990","₹2,30,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/e/b/gv601rm-m6055ws-2-in-1-gaming-laptop-asus-original-imaggyy5h5vgubxe.jpeg?q=70
ASUS Zenbook Pro 14 Duo OLED (2022) Touch Panel Core i5 12th Gen,0,0,0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5,512 GB SSD,36.83 cm (14.5 inch) Touchscreen,"₹1,44,990","₹1,70,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.1,41,4,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹73,890","₹97,580",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/z/w/p/-original-imagf35em8wdhech.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.1,110,16,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹57,990","₹78,290",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/d/s/h/na-thin-and-light-laptop-lenovo-original-imag3dz5ut6ds7eg.jpeg?q=70
DELL G15 Core i7 11th Gen,0,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹1,03,990","₹1,31,719",https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/q/g/r/g15-5511-se-gaming-laptop-dell-original-imagcqvag8kygrfj.jpeg?q=70
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,47,990","₹1,77,990",https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
ASUS ExpertBook B9 Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,1 TB SSD,35.56 cm (14 inch),"₹1,68,490","₹2,02,990",https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70
MSI GS Core i7 8th Gen,4.1,10,3,512 GB SSD for Reduced Boot Up Time and in Game Loading,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Per-Key RGB Gaming Keyboard Helps in Customizing Each Key,Intel Core i7 Processor (8th Gen),"₹1,49,990","₹1,69,990",https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/q/k/u/msi-na-gaming-laptop-original-imaf3zv7xszzuqej.jpeg?q=70
Lenovo Core i7 9th Gen,0,0,0,Intel Core i7 Processor (9th Gen),16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹2,30,400","₹2,72,000",https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/6/z/d/thinkpad-p53-thin-and-light-laptop-lenovo-original-imagau8rhrypghza.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS,4.4,192,37,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹1,29,990","₹1,59,990",https://rukminim1.flixcart.com/image/312/312/kfmv9u80/computer/s/v/9/asus-na-gaming-laptop-original-imafwfxafdy5yzyu.jpeg?q=70
acer Swift 5 Core i7 11th Gen Intel EVO,4.3,33,7,Intel Evo platform feat 11th Gen Intel Core i7 processor,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,"₹96,938","₹1,24,999",https://rukminim1.flixcart.com/image/312/312/kgzg8sw0/computer/3/v/s/acer-na-thin-and-light-laptop-original-imafx3cqwwaev4hs.jpeg?q=70
ASUS ExpertBook B9 Core i7 10th Gen,0,0,0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3,2 TB SSD,35.56 cm (14 inch),"₹2,33,990",0,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
ASUS Vivobook 16X Ryzen 5 Hexa Core R5,4.8,4,0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,40.64 cm (16 inch),"₹59,990","₹74,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/j/z/m1603qa-mb511ws-laptop-asus-original-imaghfbtdt8fzsss.jpeg?q=70
